,회사이름,채용공고,회사평점,회사지역,자격요건
48,버즈빌(주),[경력] 에듀테크 스타트업에서 UI/UX 디자이너를 찾습니다.,4.1,서울,"[Who We Are]
Buzzvil의 Data Engineering팀은 데이터가 생산되는 레이어부터 데이터가 소비되는 레이어까지를 아우르는 데이터 플랫폼과 워크플로우의 설계 및 운영을 담당하는 조직입니다. 현재 파트리드를 포함한 3명의 데이터 엔지니어가 5M WAU, 50여개의 Microservice로부터 흘러들어오는 TBs/day 볼륨의 데이터가 scalable하게 적재적소에 활용 될 수 있는 데이터 플랫폼을 만들어가고 있습니다.
 데이터의 원천으로부터 Data Lake(S3, Athena), Data Warehouse(Redshift)까지 흘려보내는 ELT workflow들은Airflow를 통해 관리하고 있으며, AWS EKS cluster 위에서 약 500개의 DAG를 운영하고 있습니다. Airflow를 처음 도입한 2018년부터, YAML 명세 기반 workflow 관리를 포함한 다양한 시도를 통해 분석가나 서버/ML 개발자가 직접 workflow를 등록하는 self-serving 플랫폼을 지향하고 있습니다.
 S3, Athena, Firehose, Redshift등을 포함한 전반적인 데이터 인프라는 AWS와 K8s 상에서 Terraform과 Helm을 통해 관리하고 있으며, Airflow는 Spinnaker를 통해 Docker 기반으로 배포를 하고 있습니다.
 플랫폼을 사용하는 Athena와 Redshift의 데이터 에셋들에 대한 메타데이터는 Lyft에서 오픈소스화 한 Amundsen을 활용하여 카탈로깅을 하고 있습니다. 또한 각 테이블에서 쿼리할때 중요한 정보(Index, Partition Key 등)를 태깅하고, Airflow와 연동하여 데이터 에셋간의 lineage를 보여주고 있습니다.

[What You'll Do]
데이터 엔지니어링의 도메인을 리딩하며 best practice와 paved path를 제시합니다.
• 팀이 당면한 문제를 엔지니어링 프로세스, 자동화, 시스템화를 통해 풀어나갑니다.
• 데이터 플랫폼의 지속적인 발전과 최적화를 위해 체계를 제시하고 도입합니다.
• Confluence 지식 베이스, Discourse 포럼, Slack 메신저등의 미디엄을 통해서 높은 수준의 데이터 엔지니어링 문화를 조성합니다.

버즈빌 내의 여러 팀과의 협업 포인트들을 조율하고 데이터 도메인의 initiative들을 주도합니다.
• 프로덕트 팀, 비즈니스 팀과 협업하며 현재와 미래의 비즈니스 컨텍스트를 파악하고 이를 데이터 
   엔지니어링 로드맵에 녹여냅니다.
• DevOps 팀과 협업하며 안정적이며, 확장 및 지속 가능한 데이터 플랫폼을 설계합니다.
• 데이터 분석팀, ML 엔지니어링팀과 협업하며 버즈빌의 분석계 데이터 시스템을 관리하고 데이터 
   거버넌스 정책을 함께 수립합니다.

팀에 조인하셔서, 아래의 과업들을 같이 풀어나가면 좋겠습니다.

""SSOT""
현재 버즈빌은 컨플루언트(Confluent) 카프카를 사내 시스템에 활발히 도입하고 있으며, 주요 비즈니스 지표를 이루는 도메인 이벤트들을 안정적인 SSOT 기반으로 제공하는 과정에 있습니다. 이를 전사적 레벨로 체계화 시키기 위해서 unified logging system을 구상하고 있습니다.

""Sustainable Data Infra""
데이터 엔지니어링 팀에서는 매 분기마다 지속적으로 데이터 플랫폼 상에서의 비효율을 포착하고 최적화 및 자동화를 진행하고 있습니다. 

• cloud region을 아우르고 있는 데이터 플랫폼을 하나의 region으로 통합하려 합니다.
• 현재 Airflow로 관리하는 DAG는 600~700개 가량이 됩니다. 이러한 DAG들이 10~100배로 늘 
   어나는 상황에도 플랫폼이 확장성 있게 운영될 수 있도록 Airflow Metadata DB 기반의 의존 관 
   리 로직을 데이터 에셋 기반(AIP-48)으로 전환하고자 합니다. 
• 각 팀마다 사용하는 데이터 에셋 및 인프라의 가동률(Utilization)을 모니터링하고 이를 통해 불필 
   요하게 발생하는 비용을 최적화하는 프로세스를 도입하려 합니다.

""Data Governance and Discovery""
데이터 엔지니어링 팀에서는 2021년에 Amundsen 데이터 카탈로그 툴을 도입하고 Airflow 플랫폼과 연동하여 데이터 파이프라인 코드와 함께 Amundsen 카탈로그 에셋들이 작성되고 배포될 수 있게끔 시스템화를 진행했습니다. 현재는 데이터 카탈로그를 작성하고 에셋들을 관리하는 문화를 조성하기 위해 여러 시도들을 해보는 단계이며, 앞으로는 각 컬럼이 가지는 특징이나 통계, 데이터 퀄리티 상태 등의 여러 테이블에 대한 메타데이터를 붙이려 합니다. 

""Data Quality""
2021년부터 데이터 퀄리티의 체계적인 관리 및 보장을 위해 여러 시도를 해왔습니다. 데이터 생산자와 소비자가 데이터에 대한 SLO와 기대수준을 맞춰 볼 수 있는 시스템을 기존의 데이터 플랫폼에 녹여내는 일을 함께 해주셨으면 좋겠습니다."
49,(주)데이터뱅크,TDI Jeju 데이터분석가 (제주 근무),4.4,서울,"[우리는 지금 이런 분을 찾아요]
- 3~5년 혹은 그 이상의 웹/앱 프로덕트 디자인 경험이 있는 분
- 유저 인터뷰와 다양한 방법론으로 가설을 세우고 프로덕트에 적용한 경험이 있는 분
- 더 나은 프로덕트와 팀을 만들기 위해 디자인 프로세스를 개선하고 의견을 내주실 수 있는 분
- 프로덕트의 방향성과 핵심가치를 함께 고민하고 만들어갈 수 있는 분"
50,(주)한국신용데이터,시니어 프론트엔드 엔지니어 / Sr. Frontend Engineer,3.4,서울,"• 프로덕션 환경에서 React + TypeScript 로 웹 프론트엔드 프로덕을 5년 이상 개발/운영한 경험
• 프론트엔드의 각 레이어에서 사용 가능한 기술 스택의 장단점을 이해하고, 프로덕의 상황에 맞춰 적절한 기술을 선택할 수 있는 능력
• 복잡한 비즈니스 로직을 정확하고 빠르게 이해하며 기술 적자를 쌓지 않는 문제 해결 능력
• 빠르고 신중한 의사결정으로 업무 진행 중 병목을 효과적으로 해소하는 능력"
51,(주)한국신용데이터,DevOps Engineer,3.4,서울,"• 프로덕션 환경에서 React + TypeScript 로 웹 프론트엔드 프로덕을 5년 이상 개발/운영한 경험
• 프론트엔드의 각 레이어에서 사용 가능한 기술 스택의 장단점을 이해하고, 프로덕의 상황에 맞춰 적절한 기술을 선택할 수 있는 능력
• 복잡한 비즈니스 로직을 정확하고 빠르게 이해하며 기술 적자를 쌓지 않는 문제 해결 능력
• 빠르고 신중한 의사결정으로 업무 진행 중 병목을 효과적으로 해소하는 능력"
52,(주)한국신용데이터,[Core] Senior Frontend Engineer,3.4,서울,"• 3년 이상의 퍼블릭 클라우드(AWS,GCP,Azure 등) 에서의 개발 혹은 구축 및 운영 경험이 있으신 분
• ECS, EKS, Kubernetes 등 컨테이너 기반 오케스트레이션 관련 경험이 있으신 분
• 오픈 소스를 활용한 CI/CD 구축 경험이 있으신 분
• 애플리케이션 모니터링 시스템을 구축하거나 운영한 경험이 있으신 분
• IaC 관련 툴(Terraform, Ansible 등) 사용 경험이 있으신 분
• 하나 이상의 프로그래밍 언어(Java, Go, Python 등) 에 익숙하거나 습득하신 분
• 기본적인 Unix,Linux 명령어와 네트워크 구조에 대한 이해와 경험이 있으신 분
• 문제에 대한 핵심 파악과 구조화 된 해결 방법을 이끌어 낼 수 있으신 분
• 현재의 경험을 바탕으로 새로운 기술을 끊임없이 학습할 수 있으신 분"
53,(주)한국신용데이터,[데이터마케팅] 퍼포먼스마케터 리더,3.4,서울,"• 프로덕션 환경에서 React + TypeScript 로 웹 프론트엔드 프로덕을 5년 이상 개발/운영한 경험(전체 개발경험 최소 7년 이상)
• 프론트엔드의 각 레이어에서 사용 가능한 기술 스택의 장단점을 이해하고, 프로덕의 상황에 맞춰 적절한 기술을 선택할 수 있는 능력
• 복잡한 비즈니스 로직을 정확하고 빠르게 이해하며 기술 적자를 쌓지 않는 문제 해결 능력
• 빠르고 신중한 의사결정으로 업무 진행 중 병목을 효과적으로 해소하는 능력"
54,(주)모비데이즈,데이터/검색 엔지니어 경력채용,3.0,서울,"• 5~10년의 디지털 마케팅 관련 경력이 있으신 분
• 구글, 페이스북, 카카오 등 국내외 매체 운영 경험이 있으신 분
• 마케팅 기획 및 개발, 캠페인 관리 운영 및 최적화 경력을 갖추신 분
• 꼼꼼한 성격과 우수한 커뮤니케이션 스킬을 갖추신 분
• 긍정적인 에너지가 넘치고 고객지향의 서비스 마인드를 갖추신 분
• 모바일 마케팅 생태계 이해 및 모바일 마케팅 전문가가 되고 싶은 인재"
55,(주)티빙,DBA(데이터베이스관리자),3.8,서울,"- ElasticSearch 기반의 시스템 개발
- 데이터 파이프라인 및 웨어하우스 구축
- 검색 모델 개선 및 품질 향상
- 자동 완성, 인기 검색어, 연관 검색어 개발
- 추천 시스템과 연동한 시스템 개발"
56,(주)쥬비스다이어트,[한국결제네트웍스] PG 결제시스템 BackEnd Engineer,3.0,서울,"ㆍ경력 3년 이상
ㆍDB성능 최적화 경험자(SQL, Index, Table 구조 개선)
ㆍ개발/기획 등 유관부서와의 적극적인 커뮤니케이션 가능하신 분
ㆍLegacy Data Migration 이해도가 있으신 분"
57,(주)한국신용데이터,Cloud Engineer,3.4,서울,"[ 기술 및 경험 ]
• Java 웹 개발 5년 이상
• JSP, Spring, Oracle
• iBatis, JavaScript, jQuery

[ 태도 ]
• 문제에 대한 핵심 파악과 구조화 된 해결 방법을 이끌어 낼 수 있으신 분
• 현재의 경험을 바탕으로 새로운 기술을 끊임없이 학습할 수 있으신 분
• 구성원들의 의견을 존중하고, 겸손한 커뮤니케이션을 통해 팀원들의 신뢰자산을 쌓을 수 있는 분"
58,(주)한국신용데이터,[휴레이] 데이터플랫폼팀 백엔드 개발자,3.4,서울,"• 인하우스 서비스 인프라 엔지니어 경력 5년 이상
• AWS 서비스 아키텍처 설계/구축/운영 경험자
• Linux/Windows OS의 기본 지식과 네트워크 지식 필수
• X86 서버, 가상화 클라우드 운영 경험자
• 다양한 오픈소스 설치 및 구축/운영 경험자
• 스크립트 언어(Shell, Python)을 사용하여 인프라 운영 가능한자
• Container 및 MSA 아키텍처 시스템 설계 구축 경험자"
59,(주)휴레이포지티브,Network Engineer (네트워크 엔지니어),3.2,서울,"ㆍ 사내 공용 플랫폼 백엔드 API 설계 및 개발, 유지보수, 고도화 작업 진행
ㆍ 대시보드 개발
ㆍ 기술 공유, 코드 리뷰 진행
ㆍ 데이터분석 파이프라인 구축"
60,(주)어센트코리아,마케팅컨설턴트(검색데이터애널리스트),2.9,서울,"- 근면 성실하신 분
- Team player
- 원활한 커뮤니케이션 능력 보유"
61,(주)어센트코리아,[데이터마케팅] 퍼포먼스마케터 팀원,2.9,서울,"- 근면 성실하신 분
- Team player
- 원활한 커뮤니케이션 능력 보유"
62,(주)모비데이즈,자율주행 Dataset 개발자 (Data Scientist),3.0,서울,"• 1~5년 이상의 디지털 마케팅 관련 경력이 있으신 분
• 구글, 페이스북, 카카오 등 국내외 매체 운영 경험이 있으신 분
• 마케팅 기획 및 개발, 캠페인 관리 운영 및 최적화 경력을 갖추신 분
• 꼼꼼한 성격과 우수한 커뮤니케이션 스킬을 갖추신 분
• 긍정적인 에너지가 넘치고 고객지향의 서비스 마인드를 갖추신 분
• 모바일 마케팅 생태계 이해 및 모바일 마케팅 전문가가 되고 싶은 인재"
63,(주)에이모,[경력/신입] 데이터사이언티스트 모집 [주 4일 근무제 도입],3.6,경기,"· 해외 출장 및 파견 가능
· 러닝/딥러닝 프레임워크(Tensorflow,Pytorch 등) 활용 역량
· Python 개발 경험
· 머신러닝/딥러닝 알고리즘 개발 경험"
64,라이언앤코(주),데이터 분석/시각화(Tableau/태블로),3.0,서울,"ㆍ경영환경 분석을 위한 DATA 수집 및 통계 분석
ㆍ경영환경 핵심변화 동인 예측 모델 개발
ㆍ전략적 의사결정 지원(전략 방향성과 주요 사업에 대한 의사결정을 위한 데이터 분석)
ㆍ사업 포트폴리오 시뮬레이션
ㆍ재무 분석(Dynamic Modeling)
ㆍ트렌드 분석
ㆍMachine Learning 알고리즘을 활용한 수요 분석 모형 개발
ㆍDATA 분석 기반 사업/업무 프로세스 효율화 및 최적화
ㆍDATA 시각화(분석 결과 및 인사이트의 도식화)"
65,(주)아이투맥스,[글로벌디지털마케팅] MLOps Data Engineer,2.9,서울,"- Tableau 또는 Salesforce CRM Analytics 사용 및 운영 경험
- 데이터 구조 및 관계에 대해 이해도가 있으신 분
- 통계 데이터에 대한 이해도가 있으신 분
- RDB에 대한 이해를 가지고 있으며, SQL 작성 가능한 분"
66,콘센트릭스서비스코리아(유),AI 학습데이터셋 구축_프로젝트 매니저(PM),2.5,서울,"- 다양한 Docker 서비스를 배포하여 개발/운영
- ML 파이프라인을 효율적으로 개선
- Spark를 활용한 데이터 전처리 및 ETL 작업
- Airflow를 활용한 배치 스케쥴링 작업
"
67,(주)에이모,UI/UX 기획 (데이터 시각화 및 모니터링),3.6,경기,"· 프로젝트 단위 관리 경험
· 협업 및 소통 역량
· 문서 작성 및 관리 경험
· 높은 플랫폼 이해도"
